smiles,top_score
Cc1nc([C@]2(N)CCCC2(C)C)sc1C,-3.6
Cc1nc([C@@H]2CC(F)(F)CN2)no1,-6.2
Cc1nc([C@H]2CC(F)(F)CN2)no1,-5.5
Cc1nc(C2CCC2)sc1[C@@H](C)O,-5.8
Cc1nc(C2CCC2)sc1[C@H](C)O,-5.5
Cc1nc([C@@H]2CCCCN2)sc1C,-5.9
Cc1nc([C@H]2CCCCN2)sc1C,-4.9
Cc1nc([C@@H]2CCCCN2CC(N)=O)n[nH]1,-6.4
Cc1nc([C@H]2CCCCN2CC(N)=O)n[nH]1,-5.8
Cc1nc([C@@H]2CCCN2)cc(N(C)C)n1,-5.6
Cc1nc([C@H]2CCCN2)cc(N(C)C)n1,-5.2
Cc1nc([C@@H]2CCCN2C)sc1C,-5.4
Cc1nc([C@H]2CCCN2C)sc1C,-4.9
Cc1nc([C@@H]2CCCN2CC(C)(C)N)no1,-5.2
Cc1nc([C@H]2CCCN2CC(C)(C)N)no1,-4.8
Cc1nc([C@@H]2CCCNC2)n(C)n1,-5.1
Cc1nc([C@H]2CCCNC2)n(C)n1,-5.9
Cc1nc([C@@H]2CCOC(C)(C)C2)cs1,-4.3
Cc1nc([C@H]2CCOC(C)(C)C2)cs1,-5.1
Cc1nc([C@@H]2CN(N)CCO2)no1,-5.2
Cc1nc([C@H]2CN(N)CCO2)no1,-5.8
Cc1nc([C@@H]2CNC(=O)C2)ccc1N,-6.1
Cc1nc([C@H]2CNC(=O)C2)ccc1N,-6.4
Cc1nc(C2CNC2)cc[n+]1[C@@H](C)P,-5.4
Cc1nc(C2CNC2)cc[n+]1[C@H](C)P,-5.1
Cc1nc([C@@H]2CNCCN2)n[nH]1,-5.7
Cc1nc([C@H]2CNCCN2)n[nH]1,-5.2
Cc1nc([C@@H]2CO2)c(C)[nH]1,-4.7
Cc1nc([C@H]2CO2)c(C)[nH]1,-4.4
Cc1nc(C[C@@H](N)C(F)F)c(C)[nH]1,-5.6
Cc1nc(C[C@H](N)C(F)F)c(C)[nH]1,-5.3
Cc1nc(C[C@@H](O)C2=CCCO2)cs1,-5.9
Cc1nc(C[C@H](O)C2=CCCO2)cs1,-6.2
Cc1nc(C[C@@H](O)CO)cs1,-4.8
Cc1nc(C[C@H](O)CO)cs1,-5.1
Cc1nc(C[C@@]2(N)CCCC2(C)C)cs1,-5.3
Cc1nc(C[C@]2(N)CCCC2(C)C)cs1,-4.8
Cc1nc(CCl)nc2c1C[C@@H](C#N)CC2,-5.7
Cc1nc(CCl)nc2c1C[C@H](C#N)CC2,-5.2
Cc1nc(CN(C)C(=O)[C@@H]2CC2(C)C)n[nH]1,-6.1
Cc1nc(CN(C)C(=O)[C@H]2CC2(C)C)n[nH]1,-5.6
Cc1nc(CN(C)C)sc1[C@@H](C)N,-4.2
Cc1nc(CN(C)C)sc1[C@H](C)N,-4.5
Cc1nc(CN(C)[C@@H]2CCCNCC2)no1,-6.1
Cc1nc(CN(C)[C@H]2CCCNCC2)no1,-4.5
Cc1nc(CN(C)CC[C@@H](C)O)no1,-5.3
Cc1nc(CN(C)CC[C@H](C)O)no1,-4.8
Cc1nc(CN2C[C@@H](N)C2=O)cs1,-5.3
Cc1nc(CN2C[C@H](N)C2=O)cs1,-4.8
Cc1nc(CN2CCC[C@@H](N)C2)no1,-5.4
Cc1nc(CN2CCC[C@H](N)C2)no1,-6.0
Cc1nc(CN2CCO[C@@H](C#N)C2)oc1C,-5.2
Cc1nc(CN2CCO[C@H](C#N)C2)oc1C,-5.5
Cc1nc(CN[C@@H]2CCCOCC2)oc1C,-6.4
Cc1nc(CN[C@H]2CCCOCC2)oc1C,-5.8
Cc1nc(CN[C@@H]2CCCSC2)n[nH]1,-5.9
Cc1nc(CN[C@H]2CCCSC2)n[nH]1,-5.5
Cc1nc(CN[C@@H]2CCSC2)oc1C,-5.3
Cc1nc(CN[C@H]2CCSC2)oc1C,-5.6
Cc1nc(CNC[C@@H](C)O)cs1,-5.1
Cc1nc(CNC[C@H](C)O)cs1,-4.8
Cc1nc(CS[C@@H](C)CO)oc1C,-4.9
Cc1nc(CS[C@H](C)CO)oc1C,-5.2
Cc1nc(Cl)ccc1NC(=O)[C@@H](C)N,-5.4
Cc1nc(Cl)ccc1NC(=O)[C@H](C)N,-5.7
Cc1nc(Cl)ccc1N[C@@H](C)C(=O)O,-5.5
Cc1nc(Cl)ccc1N[C@H](C)C(=O)O,-5.1
Cc1nc(Cl)ccc1N[C@@H]1CCNC1,-6.2
Cc1nc(Cl)ccc1N[C@H]1CCNC1,-5.9
Cc1nc(Cl)nc(C[C@@H](C)O)c1F,-4.9
Cc1nc(Cl)nc(C[C@H](C)O)c1F,-5.6
Cc1nc(N(C)C)oc1[C@@H](C)CN,-4.7
Cc1nc(N(C)C)oc1[C@H](C)CN,-5.0
Cc1nc(N)c(C)c(N(C)[C@@H](C)C2CC2)n1,-5.4
Cc1nc(N)c(C)c(N(C)[C@H](C)C2CC2)n1,-6.1
Cc1nc(N)c(C)c(N2CC[C@@H](C)C2)n1,-5.8
Cc1nc(N)c(C)c(N2CC[C@H](C)C2)n1,-5.0
Cc1nc(N)c(C)c(N[C@@H](C)CC(C)C)n1,-5.9
Cc1nc(N)c(C)c(N[C@H](C)CC(C)C)n1,-6.2
Cc1nc(N)c(C)c(NC[C@@H](C)O)n1,-5.8
Cc1nc(N)c(C)c(NC[C@H](C)O)n1,-5.5
Cc1nc(N)c2ncn(OC[C@@H](C)O)c2n1,-6.2
Cc1nc(N)c2ncn(OC[C@H](C)O)c2n1,-5.6
Cc1nc(N)cc([C@@H](C)c2ccccc2)n1,-6.4
Cc1nc(N)cc([C@H](C)c2ccccc2)n1,-7.3
Cc1nc(N)cc(N[C@@]2(C)CCCOC2)n1,-6.1
Cc1nc(N)cc(N[C@]2(C)CCCOC2)n1,-6.5
Cc1nc(N)ccc1[C@@H]1CNC(=O)C1,-6.5
Cc1nc(N)ccc1[C@H]1CNC(=O)C1,-5.9
Cc1nc(N)nc(C)c1C[C@@H](C)C(=O)O,-5.5
Cc1nc(N)nc(C)c1C[C@H](C)C(=O)O,-4.8
Cc1nc(N)nc(N2CC[C@@H](C)C2)n1,-5.0
Cc1nc(N)nc(N2CC[C@H](C)C2)n1,-5.4
Cc1nc(N)nc(N[C@@H](C)C(N)=O)n1,-5.2
Cc1nc(N)nc(N[C@H](C)C(N)=O)n1,-6.7
Cc1nc(N)nc(N[C@@H](C)C2CC2)n1,-5.7
Cc1nc(N)nc(N[C@H](C)C2CC2)n1,-6.4
Cc1nc(N)nc(N[C@@H]2CC2(C)C)n1,-6.3
Cc1nc(N)nc(N[C@H]2CC2(C)C)n1,-5.2
Cc1nc(N)nc2c1O[C@@H](C)C(=O)N2,-5.9
Cc1nc(N)nc2c1O[C@H](C)C(=O)N2,-5.6
Cc1nc(N)sc1[C@@H](O)CN,-5.0
Cc1nc(N)sc1[C@H](O)CN,-4.6
Cc1nc(N2C[C@@H](N)C2=O)sc1C,-5.2
Cc1nc(N2C[C@H](N)C2=O)sc1C,-4.9
Cc1nc(N2CCCC2)oc1[C@@H](O)CN,-5.9
Cc1nc(N2CCCC2)oc1[C@H](O)CN,-6.2
Cc1nc(N2CCCC2)oc1C[C@@H](C)N,-6.2
Cc1nc(N2CCCC2)oc1C[C@H](C)N,-5.7
Cc1nc(NC(=O)[C@@H]2CC2(C)C)n[nH]1,-5.7
Cc1nc(NC(=O)[C@H]2CC2(C)C)n[nH]1,-6.0
Cc1nc(NC(=O)N[C@@H](C)CO)oc1C,-5.9
Cc1nc(NC(=O)N[C@H](C)CO)oc1C,-5.4
Cc1nc(N[C@@H](C)C(=O)O)ccc1C#N,-5.2
Cc1nc(N[C@H](C)C(=O)O)ccc1C#N,-5.7
Cc1nc(N[C@@H](CN)C(C)C)sc1C,-5.3
Cc1nc(N[C@H](CN)C(C)C)sc1C,-4.9
Cc1nc(N[C@@H](CN)C2CC2)sc1C,-5.6
Cc1nc(N[C@H](CN)C2CC2)sc1C,-5.1
Cc1nc([S@@](=O)N(C)C)cs1,-4.4
Cc1nc([S@](=O)N(C)C)cs1,-4.1
Cc1nc(S[C@@H](C)C(=O)O)n[nH]1,-5.3
Cc1nc(S[C@H](C)C(=O)O)n[nH]1,-5.0
Cc1nc(S[C@@H](C)CN)n(C)c1C,-5.1
Cc1nc(S[C@H](C)CN)n(C)c1C,-4.8
Cc1nc(SC[C@@H](N)C2CC2)n[nH]1,-5.9
Cc1nc(SC[C@H](N)C2CC2)n[nH]1,-5.5
Cc1nc(SC[C@@H]2CCC(=O)O2)n[nH]1,-6.3
Cc1nc(SC[C@H]2CCC(=O)O2)n[nH]1,-5.9
Cc1nc(SC[C@@H]2CCCCO2)n[nH]1,-6.0
Cc1nc(SC[C@H]2CCCCO2)n[nH]1,-6.3
Cc1nc(SCC[C@@](C)(N)C#N)n[nH]1,-5.1
Cc1nc(SCC[C@](C)(N)C#N)n[nH]1,-4.8
Cc1nc([N+](=O)[O-])cn1[C@@H](C)OCCO,-5.1
Cc1nc([N+](=O)[O-])cn1[C@H](C)OCCO,-5.4
Cc1nc2c([C@@H](C)CC=O)cccc2o1,-5.9
Cc1nc2c([C@H](C)CC=O)cccc2o1,-5.3
Cc1nc2c([C@@H](C)CO)cccc2[nH]1,-5.5
Cc1nc2c([C@H](C)CO)cccc2[nH]1,-5.9
Cc1nc2c(C3([C@@H](C)N)CC3)cccc2o1,-6.2
Cc1nc2c(C3([C@H](C)N)CC3)cccc2o1,-5.4
Cc1nc2c(c(=O)[nH]1)=C[C@@H](C)C=CC=2,-6.4
Cc1nc2c(c(=O)[nH]1)=C[C@H](C)C=CC=2,-5.9
Cc1nc2c(c(C)c1C)CCC[C@@H]2C(=O)[O-],-3.8
Cc1nc2c(c(C)c1C)CCC[C@H]2C(=O)[O-],-4.3
Cc1nc2c(n1[C@@H](C)C(=O)O)CCCC2,-5.3
Cc1nc2c(n1[C@H](C)C(=O)O)CCCC2,-5.8
Cc1nc2c(n1C[C@@H](C)N)CCCC2,-5.9
Cc1nc2c(n1C[C@H](C)N)CCCC2,-5.4
Cc1nc2c(o1)[C@@H](O)c1ccccc1CC2,-7.6
Cc1nc2c(o1)[C@H](O)c1ccccc1CC2,-7.3
Cc1nc2c(o1)CC(C)(C)C[C@@H]2C(=O)O,-5.6
Cc1nc2c(o1)CC(C)(C)C[C@H]2C(=O)O,-5.2
Cc1nc2c(o1)CC[C@@H](C(=O)O)C2,-5.7
Cc1nc2c(o1)CC[C@H](C(=O)O)C2,-6.0
Cc1nc2c(o1)C[N@+](C)(CC(N)=O)CC2,-5.6
Cc1nc2c(o1)C[N@@+](C)(CC(N)=O)CC2,-5.0
Cc1nc2c(s1)[C@@H](CC(=O)O)CCC2,-6.2
Cc1nc2c(s1)[C@H](CC(=O)O)CCC2,-5.3
Cc1nc2c(s1)CC[C@@]2(C)C(C)C,-4.7
Cc1nc2c(s1)CC[C@]2(C)C(C)C,-4.3
Cc1nc2cc([C@@H](C)CCN)ccc2n1C,-6.4
Cc1nc2cc([C@H](C)CCN)ccc2n1C,-6.9
Cc1nc2cc([C@@H](C)CCN)ccc2o1,-6.7
Cc1nc2cc([C@H](C)CCN)ccc2o1,-7.2
Cc1nc2cc([C@@H](C)CN)ccc2n1C,-6.3
Cc1nc2cc([C@H](C)CN)ccc2n1C,-6.7
Cc1nc2cc([C@@H](C)CO)ccc2n1C,-6.3
Cc1nc2cc([C@H](C)CO)ccc2n1C,-6.7
Cc1nc2cc([C@@H](CN)N(C)C)ccc2o1,-6.2
Cc1nc2cc([C@H](CN)N(C)C)ccc2o1,-5.8
Cc1nc2cc([C@@H](N)C(C)C)ccc2o1,-7.0
Cc1nc2cc([C@H](N)C(C)C)ccc2o1,-6.1
Cc1nc2cc([C@@H](N)CC(C)C)ccc2o1,-7.1
Cc1nc2cc([C@H](N)CC(C)C)ccc2o1,-6.5
Cc1nc2cc([C@@H](O)CN)ccc2s1,-6.1
Cc1nc2cc([C@H](O)CN)ccc2s1,-6.4
Cc1nc2cc([C@@H]3CCCN3)ccc2o1,-7.4
Cc1nc2cc([C@H]3CCCN3)ccc2o1,-7.1
Cc1nc2cc([C@@H]3CCNC3)ccc2n1C,-7.6
Cc1nc2cc([C@H]3CCNC3)ccc2n1C,-6.8
Cc1nc2cc([C@@H]3CCNC3)ccc2s1,-7.7
Cc1nc2cc([C@H]3CCNC3)ccc2s1,-7.2
Cc1nc2ccc([C@@H](C)CCN)cc2o1,-6.7
Cc1nc2ccc([C@H](C)CCN)cc2o1,-7.2
Cc1nc2ccc([C@@H](N)C(C)C)cc2[nH]1,-7.1
Cc1nc2ccc([C@H](N)C(C)C)cc2[nH]1,-6.2
Cc1nc2ccc([C@@H](N)CC(C)C)cc2o1,-7.1
Cc1nc2ccc([C@H](N)CC(C)C)cc2o1,-6.6
Cc1nc2ccc([C@@H]3CCCN3)cc2[nH]1,-7.4
Cc1nc2ccc([C@H]3CCCN3)cc2[nH]1,-7.1
Cc1nc2ccc([C@@H]3CCNC3)cc2o1,-7.6
Cc1nc2ccc([C@H]3CCNC3)cc2o1,-7.3
Cc1nc2ccc(C[C@@H]3CCCN3)cc2[nH]1,-7.8
Cc1nc2ccc(C[C@H]3CCCN3)cc2[nH]1,-7.4
Cc1nc2ccccc2n1C[C@@H]1CCCO1,-7.0
Cc1nc2ccccc2n1C[C@H]1CCCO1,-5.8
Cc1nc2n(c1[C@@H](C)CC(=O)O)CCC2,-5.4
Cc1nc2n(c1[C@H](C)CC(=O)O)CCC2,-6.0
Cc1nc2n(c1[C@@H](N)CC(=O)O)CCC2,-5.8
Cc1nc2n(c1[C@H](N)CC(=O)O)CCC2,-6.3
Cc1nc2n(c1[C@@H](N)CO)CCC2,-5.7
Cc1nc2n(c1[C@H](N)CO)CCC2,-5.2
Cc1nc2n(c1[C@@H]1CCCCN1)CCC2,-5.4
Cc1nc2n(c1[C@H]1CCCCN1)CCC2,-6.3
Cc1nc2n(c1[C@@H]1CCCN1)CCC2,-6.0
Cc1nc2n(c1[C@H]1CCCN1)CCC2,-6.7
Cc1nc2n(c1[C@@H]1CCNC1)CCC2,-6.1
Cc1nc2n(c1[C@H]1CCNC1)CCC2,-5.4
Cc1nc2n(n1)[C@@H](C(C)C)CCC2,-5.3
Cc1nc2n(n1)[C@H](C(C)C)CCC2,-6.0
Cc1ncc(C#N)c(S[C@@H](C)C(=O)O)n1,-5.6
Cc1ncc(C#N)c(S[C@H](C)C(=O)O)n1,-5.1
Cc1ncc(C(=O)N[C@@H](C)CCO)s1,-5.0
Cc1ncc(C(=O)N[C@H](C)CCO)s1,-5.4
Cc1ncc(C(=O)N[C@@H]2CCCNC2)[nH]1,-6.2
Cc1ncc(C(=O)N[C@H]2CCCNC2)[nH]1,-5.8
Cc1ncc(C(=O)O)n1C[C@@H](C)O,-4.9
Cc1ncc(C(=O)O)n1C[C@H](C)O,-5.4
Cc1ncc([C@@H](C)C(C)(C)C)cn1,-5.1
Cc1ncc([C@H](C)C(C)(C)C)cn1,-4.7
Cc1ncc([C@@H](C)N2CCNCC2)s1,-5.2
Cc1ncc([C@H](C)N2CCNCC2)s1,-4.4
Cc1ncc([C@@H](C)NCC(C)(C)O)s1,-4.8
Cc1ncc([C@H](C)NCC(C)(C)O)s1,-5.1
Cc1ncc([C@@H](C)NCCO)s1,-4.9
Cc1ncc([C@H](C)NCCO)s1,-5.2
Cc1ncc([C@@H](C)NCc2ccco2)s1,-5.8
Cc1ncc([C@H](C)NCc2ccco2)s1,-6.2
Cc1ncc([C@@H](C)Nc2ccn(C)n2)s1,-5.4
Cc1ncc([C@H](C)Nc2ccn(C)n2)s1,-6.0
Cc1ncc([C@@H](CO)c2nccs2)[nH]1,-5.4
Cc1ncc([C@H](CO)c2nccs2)[nH]1,-5.7
Cc1ncc([C@@H](N)c2cccs2)s1,-5.3
Cc1ncc([C@H](N)c2cccs2)s1,-6.0
Cc1ncc(C)c([C@@H](C)C(C)C)n1,-4.6
Cc1ncc(C)c([C@H](C)C(C)C)n1,-5.0
Cc1ncc([C@@]2(C)CNCCO2)s1,-4.8
Cc1ncc([C@]2(C)CNCCO2)s1,-5.1
Cc1ncc([C@@H]2OCCc3ccsc32)[nH]1,-6.5
Cc1ncc([C@H]2OCCc3ccsc32)[nH]1,-5.8
Cc1ncc(C[C@@]2(C#N)CCCN2)s1,-4.8
Cc1ncc(C[C@]2(C#N)CCCN2)s1,-5.6
Cc1ncc(C[C@@]2(N)NC=CC=C2N)o1,-5.3
Cc1ncc(C[C@]2(N)NC=CC=C2N)o1,-5.7
Cc1ncc(C/N=C2/N[C@@H](C)CS2)o1,-5.8
Cc1ncc(C/N=C2/N[C@H](C)CS2)o1,-5.3
Cc1ncc(CNCC[S@@](C)=O)[nH]1,-4.8
Cc1ncc(CNCC[S@](C)=O)[nH]1,-5.2
Cc1ncc(Cl)cc1[S@@](C)=O,-4.5
Cc1ncc(Cl)cc1[S@](C)=O,-4.8
Cc1ncc(N2CCC[C@@H](CN)C2)cn1,-6.0
Cc1ncc(N2CCC[C@H](CN)C2)cn1,-6.4
Cc1ncc([S@@]2(=O)=NCCCC2)cn1,-5.7
Cc1ncc([S@]2(=O)=NCCCC2)cn1,-5.4
Cc1ncc2c(c1C(N)=S)[C@@H](C)CCC2,-4.2
Cc1ncc2c(c1C(N)=S)[C@H](C)CCC2,-3.3
Cc1ncc2c(c1O)[C@@H](OCCO)OC2,-6.3
Cc1ncc2c(c1O)[C@H](OCCO)OC2,-5.8
Cc1ncc2c(n1)[C@@H](C(C)C)N=C2,-4.9
Cc1ncc2c(n1)[C@H](C(C)C)N=C2,-5.4
Cc1ncc2c(n1)[C@@H](N)CC(C)(C)C2,-5.3
Cc1ncc2c(n1)[C@H](N)CC(C)(C)C2,-6.0
Cc1nccc([C@@H](C)c2cnc[nH]2)c1CO,-5.5
Cc1nccc([C@H](C)c2cnc[nH]2)c1CO,-5.9
Cc1nccc([C@@H](N)C2=CCCCO2)n1,-6.6
Cc1nccc([C@H](N)C2=CCCCO2)n1,-6.3
Cc1nccc([C@@H](N)C2CCCCCC2)n1,-6.8
Cc1nccc([C@H](N)C2CCCCCC2)n1,-6.0
Cc1nccc([C@@H](O)C2CCCCCC2)n1,-6.5
Cc1nccc([C@H](O)C2CCCCCC2)n1,-6.2
Cc1nccc([C@@H](O)c2ccncc2F)n1,-6.7
Cc1nccc([C@H](O)c2ccncc2F)n1,-6.2
Cc1nccc([C@@H](O)c2ccsc2C)n1,-5.6
Cc1nccc([C@H](O)c2ccsc2C)n1,-6.0
Cc1nccc([C@@]2(O)CCNC2)n1,-5.3
Cc1nccc([C@]2(O)CCNC2)n1,-5.6
Cc1nccc(CN2C[C@@H](N)C2=O)n1,-5.8
Cc1nccc(CN2C[C@H](N)C2=O)n1,-5.5
Cc1nccc(C/N=C2\N[C@@H](C)CS2)n1,-6.3
Cc1nccc(C/N=C2\N[C@H](C)CS2)n1,-5.7
Cc1nccc(CNC(=O)[C@@H](C)C(=O)O)n1,-6.2
Cc1nccc(CNC(=O)[C@H](C)C(=O)O)n1,-6.5
Cc1nccc(N2CCC[C@@H]2CCN)n1,-5.8
Cc1nccc(N2CCC[C@H]2CCN)n1,-6.3
Cc1nccc(N2CCO[C@@H](CO)C2)n1,-5.7
Cc1nccc(N2CCO[C@H](CO)C2)n1,-6.2
Cc1nccc(N[C@@H](C)C(=O)O)c1Cl,-5.4
Cc1nccc(N[C@H](C)C(=O)O)c1Cl,-6.1
Cc1nccc(N[C@@H](C)CC(N)=O)n1,-6.0
Cc1nccc(N[C@H](C)CC(N)=O)n1,-5.7
Cc1nccc(S[C@@H](C)CCCl)n1,-5.6
Cc1nccc(S[C@H](C)CCCl)n1,-5.3
Cc1nccc(S[C@@H](C)CN)n1,-5.3
Cc1nccc(S[C@H](C)CN)n1,-4.9
Cc1nccc2c([C@@H](C)C(=O)O)cccc12,-5.4
Cc1nccc2c([C@H](C)C(=O)O)cccc12,-6.3
Cc1nccc2c1C=C[C@@H](C)C=C2,-5.5
Cc1nccc2c1C=C[C@H](C)C=C2,-6.1
Cc1nccc2cc([C@@H]3CCCN3)ccc12,-7.2
Cc1nccc2cc([C@H]3CCCN3)ccc12,-6.9
Cc1nccc2cc([C@@H]3CCNC3)ccc12,-7.3
Cc1nccc2cc([C@H]3CCNC3)ccc12,-7.0
Cc1nccc2ccc([C@@H](C)CO)cc12,-5.8
Cc1nccc2ccc([C@H](C)CO)cc12,-6.3
Cc1nccc2ccc([C@@H]3CCCN3)cc12,-6.8
Cc1nccc2ccc([C@H]3CCCN3)cc12,-6.5
Cc1ncccc1-c1nc([C@@H](C)O)no1,-5.9
Cc1ncccc1-c1nc([C@H](C)O)no1,-6.3
Cc1ncccc1C(=O)N1CCC[C@@H]1C,-5.8
Cc1ncccc1C(=O)N1CCC[C@H]1C,-5.4
Cc1ncccc1[C@@H](NN)C1CC1,-5.9
Cc1ncccc1[C@H](NN)C1CC1,-5.6
Cc1ncccc1[C@@H](NN)c1ccoc1,-5.6
Cc1ncccc1[C@H](NN)c1ccoc1,-6.1
Cc1ncccc1[C@@H](O)C1=CCCCO1,-6.5
Cc1ncccc1[C@H](O)C1=CCCCO1,-6.1
Cc1ncccc1[C@@H](O)c1ccsc1C,-5.5
Cc1ncccc1[C@H](O)c1ccsc1C,-5.2
Cc1ncccc1[C@@]1(C)CC=CCN1,-5.9
Cc1ncccc1[C@]1(C)CC=CCN1,-4.6
Cc1ncccc1[C@@H]1CCCCCN1C=O,-5.8
Cc1ncccc1[C@H]1CCCCCN1C=O,-5.4
Cc1ncccc1C[C@@H]1CCN(C)C1=O,-6.0
Cc1ncccc1C[C@H]1CCN(C)C1=O,-6.4
Cc1ncccc1CN[C@@]1(C)CCOC1,-5.8
Cc1ncccc1CN[C@]1(C)CCOC1,-5.5
Cc1ncccc1CN[C@@H]1CC=CCC1,-7.0
Cc1ncccc1CN[C@H]1CC=CCC1,-6.5
Cc1ncccc1CNC[C@@](C)(O)C(C)C,-5.8
Cc1ncccc1CNC[C@](C)(O)C(C)C,-6.1
Cc1ncccc1NC(=O)[C@@H](C)C(=O)O,-5.7
Cc1ncccc1NC(=O)[C@H](C)C(=O)O,-6.1
Cc1ncccc1NC(=O)[C@@H](N)C(C)(C)C,-6.2
Cc1ncccc1NC(=O)[C@H](N)C(C)(C)C,-5.7
Cc1ncccc1NC(=O)N[C@@H]1CCOC1,-6.9
Cc1ncccc1NC(=O)N[C@H]1CCOC1,-5.7
Cc1ncccc1N[C@@H]1CCCC1(C)C,-5.3
Cc1ncccc1N[C@H]1CCCC1(C)C,-6.1
Cc1ncccc1O[C@@H](C)CC(=O)O,-5.6
Cc1ncccc1O[C@H](C)CC(=O)O,-4.9
Cc1ncccc1O[C@@H]1CCCCN(C)C1,-5.8
Cc1ncccc1O[C@H]1CCCCN(C)C1,-5.2
Cc1nccn1-c1cccc([C@@H](C)CO)c1,-6.0
Cc1nccn1-c1cccc([C@H](C)CO)c1,-6.4
Cc1nccn1-c1cccc2c1[C@@H](N)CC2,-4.9
Cc1nccn1-c1cccc2c1[C@H](N)CC2,-5.5
Cc1nccn1[C@@](C)(CN)C1CC1,-4.5
Cc1nccn1[C@](C)(CN)C1CC1,-4.2
Cc1nccn1[C@@H](C)c1ccccc1O,-5.8
Cc1nccn1[C@H](C)c1ccccc1O,-5.4
Cc1nccn1[C@@H](CC(=O)[O-])C(=O)[O-],-4.7
Cc1nccn1[C@H](CC(=O)[O-])C(=O)[O-],-5.0
Cc1nccn1C[C@@H](N=O)C(C)(C)C,-4.4
Cc1nccn1C[C@H](N=O)C(C)(C)C,-4.7
Cc1nccn1C[C@@H]1CN(C)CCO1,-5.8
Cc1nccn1C[C@H]1CN(C)CCO1,-5.2
Cc1nccn1CCN1C[C@@H](N)CCC1=O,-5.6
Cc1nccn1CCN1C[C@H](N)CCC1=O,-6.5
Cc1nccnc1N[C@@H](C)C1CCOCC1,-6.2
Cc1nccnc1N[C@H](C)C1CCOCC1,-5.6
Cc1nccnc1NC[C@@H]1COCCN1,-6.1
Cc1nccnc1NC[C@H]1COCCN1,-5.7
Cc1ncn([C@@H](C)C(N)=O)c1C,-5.1
Cc1ncn([C@H](C)C(N)=O)c1C,-4.7
Cc1ncn([C@@H](C)CN2CCNCC2)c1C,-5.0
Cc1ncn([C@H](C)CN2CCNCC2)c1C,-5.4
Cc1ncn(C)c1C(=O)NC[C@@H]1CCOC1,-4.9
Cc1ncn(C)c1C(=O)NC[C@H]1CCOC1,-5.7
Cc1ncn([C@@H]2CCCCO2)c1[N+](=O)[O-],-5.0
Cc1ncn([C@H]2CCCCO2)c1[N+](=O)[O-],-5.4
Cc1ncn(C[C@@H](C)N)c1C,-4.8
Cc1ncn(C[C@H](C)N)c1C,-4.5
Cc1ncnc(C[C@@H]2COCCN2)c1C,-5.8
Cc1ncnc(C[C@H]2COCCN2)c1C,-5.1
Cc1ncnc(N[C@@H](C)CO)c1F,-5.1
Cc1ncnc(N[C@H](C)CO)c1F,-6.2
Cc1ncnc(N[C@@H]2CCCNC2)c1C,-6.3
Cc1ncnc(N[C@H]2CCCNC2)c1C,-5.2
Cc1ncnc2c1C=N[C@@H](C)CN2,-5.7
Cc1ncnc2c1C=N[C@H](C)CN2,-3.7
Cc1ncncc1C(=O)N[C@@H]1CCNC1,-6.3
Cc1ncncc1C(=O)N[C@H]1CCNC1,-5.8
Cc1ncoc1C(=O)N1CC[C@@H](C(=O)O)C1,-5.2
Cc1ncoc1C(=O)N1CC[C@H](C(=O)O)C1,-6.5
Cc1ncoc1C(=O)N1CCC[C@@H]1C(=O)O,-5.9
Cc1ncoc1C(=O)N1CCC[C@H]1C(=O)O,-5.5
Cc1ncoc1C(=O)N[C@@H]1CCCNC1,-4.3
Cc1ncoc1C(=O)N[C@H]1CCCNC1,-5.8
Cc1ncoc1[C@@]1(C)CNC(=O)CN1,-5.7
Cc1ncoc1[C@]1(C)CNC(=O)CN1,-4.9
Cc1ncoc1[C@@]1(C)CNCCN1C,-4.5
Cc1ncoc1[C@]1(C)CNCCN1C,-3.5
Cc1ncsc1C(=O)N[C@@H](C)C(=O)O,-4.9
Cc1ncsc1C(=O)N[C@H](C)C(=O)O,-5.2
Cc1ncsc1[C@@H](N)C1=CCCCO1,-5.2
Cc1ncsc1[C@H](N)C1=CCCCO1,-5.6
Cc1ncsc1[C@@H](NN)C1=CCCO1,-5.3
Cc1ncsc1[C@H](NN)C1=CCCO1,-5.6
Cc1ncsc1[C@@]1(C)CNCCO1,-5.1
Cc1ncsc1[C@]1(C)CNCCO1,-4.3
Cc1ncsc1CN1C[C@@H](N)C1=O,-5.2
Cc1ncsc1CN1C[C@H](N)C1=O,-4.8
Cc1nn([C@@H](C)C(N)=O)c(C)c1Cl,-4.8
Cc1nn([C@H](C)C(N)=O)c(C)c1Cl,-5.3
Cc1nn([C@@H](C)C2CC2)c(N)c1C,-6.0
Cc1nn([C@H](C)C2CC2)c(N)c1C,-5.5
Cc1nn([C@@H](C)CC(=O)O)c(C)c1C,-5.3
Cc1nn([C@H](C)CC(=O)O)c(C)c1C,-5.0
Cc1nn(C(F)(F)F)cc1[C@@H](C)CN,-5.3
Cc1nn(C(F)(F)F)cc1[C@H](C)CN,-5.8
Cc1nn(C(F)(F)F)cc1[C@@H](N)CO,-6.1
Cc1nn(C(F)(F)F)cc1[C@H](N)CO,-5.5
Cc1nn(C)c(C(=O)[C@@H](C)N)c1Cl,-4.7
Cc1nn(C)c(C(=O)[C@H](C)N)c1Cl,-4.2
Cc1nn(C)c(C(=O)N[C@@H]2CC2(C)C)c1N,-4.8
Cc1nn(C)c(C(=O)N[C@H]2CC2(C)C)c1N,-5.6
